gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Grade3,Grade2,Grade1,Fail
female,group B,bachelor's degree,free/reduced,none,52,65,58,1,0,0,0
female,group C,master's degree,standard,completed,81,41,59,0,1,0,0
male,group C,bachelor's degree,free/reduced,completed,71,0,81,1,0,0,0
male,group C,some high school,standard,none,43,72,61,1,0,0,0
female,group B,bachelor's degree,standard,none,62,67,95,0,1,0,0
male,group E,master's degree,free/reduced,completed,42,48,64,1,0,0,0
male,group E,high school,standard,none,80,73,76,0,1,0,0
female,group C,some high school,standard,completed,88,58,96,0,0,1,0
female,group D,master's degree,free/reduced,none,74,43,38,1,0,0,0
female,group B,associate's degree,standard,none,83,45,61,0,1,0,0
female,group E,bachelor's degree,free/reduced,completed,61,76,44,0,1,0,0
female,group E,associate's degree,free/reduced,completed,78,74,68,0,1,0,0
female,group C,bachelor's degree,standard,none,46,32,76,1,0,0,0
female,group A,master's degree,standard,completed,100,79,55,0,1,0,0
female,group E,some high school,standard,completed,32,32,48,0,0,0,1
male,group E,associate's degree,standard,completed,56,98,74,0,1,0,0
male,group B,associate's degree,standard,completed,70,51,55,1,0,0,0
female,group D,associate's degree,free/reduced,completed,65,83,40,0,1,0,0
male,group B,associate's degree,standard,none,16,59,63,1,0,0,0
female,group C,associate's degree,standard,completed,76,49,71,0,1,0,0
female,group D,bachelor's degree,free/reduced,none,58,55,33,1,0,0,0
female,group D,associate's degree,free/reduced,completed,75,77,69,0,1,0,0
female,group D,some high school,standard,completed,29,58,61,1,0,0,0
female,group D,bachelor's degree,free/reduced,none,64,80,20,1,0,0,0
male,group B,master's degree,standard,completed,49,54,89,0,1,0,0
male,group B,master's degree,free/reduced,completed,69,72,89,0,1,0,0
male,group D,high school,free/reduced,none,28,58,74,1,0,0,0
female,group E,bachelor's degree,free/reduced,none,70,36,80,0,1,0,0
female,group B,some high school,free/reduced,completed,79,67,37,0,1,0,0
female,group B,some high school,standard,completed,89,67,79,0,1,0,0
female,group E,high school,free/reduced,none,47,44,59,1,0,0,0
female,group A,associate's degree,free/reduced,none,60,70,59,0,1,0,0
male,group A,bachelor's degree,standard,none,74,68,44,0,1,0,0
female,group E,associate's degree,standard,none,83,52,66,0,1,0,0
female,group C,associate's degree,standard,none,71,91,77,0,1,0,0
male,group C,high school,free/reduced,none,45,82,100,0,1,0,0
female,group C,associate's degree,free/reduced,completed,100,38,64,0,1,0,0
female,group D,associate's degree,free/reduced,completed,66,64,70,0,1,0,0
male,group C,master's degree,free/reduced,completed,68,92,40,0,1,0,0
female,group A,high school,free/reduced,none,41,63,57,1,0,0,0
female,group A,bachelor's degree,standard,none,39,58,67,1,0,0,0
female,group B,some high school,standard,completed,76,79,27,0,1,0,0
female,group D,bachelor's degree,free/reduced,completed,82,78,78,0,1,0,0
male,group A,high school,standard,completed,41,100,67,0,1,0,0
male,group E,some high school,standard,none,54,99,58,0,1,0,0
male,group A,associate's degree,standard,none,79,59,60,0,1,0,0
female,group A,bachelor's degree,free/reduced,completed,61,62,51,1,0,0,0
male,group D,associate's degree,free/reduced,completed,53,44,21,0,0,0,1
male,group E,some high school,standard,completed,33,30,67,1,0,0,0
female,group D,some high school,free/reduced,none,74,39,78,0,1,0,0
male,group E,some high school,standard,completed,75,74,100,0,0,1,0
female,group A,some high school,standard,none,63,35,30,1,0,0,0
female,group A,bachelor's degree,free/reduced,none,98,56,57,0,1,0,0
female,group D,high school,free/reduced,completed,66,65,68,0,1,0,0
female,group D,associate's degree,free/reduced,none,66,59,61,0,1,0,0
female,group A,some high school,standard,completed,57,47,81,0,1,0,0
male,group E,some high school,standard,completed,54,100,73,0,1,0,0
female,group E,high school,standard,completed,85,46,51,0,1,0,0
male,group C,master's degree,standard,none,62,50,72,0,1,0,0
female,group A,bachelor's degree,free/reduced,completed,72,78,32,0,1,0,0
male,group B,bachelor's degree,standard,completed,74,63,63,0,1,0,0
female,group C,bachelor's degree,free/reduced,completed,64,66,32,1,0,0,0
female,group B,some high school,free/reduced,none,85,47,61,0,1,0,0
male,group D,high school,free/reduced,completed,66,62,85,0,1,0,0
male,group D,high school,free/reduced,none,66,67,71,0,1,0,0
female,group D,some high school,standard,completed,90,93,49,0,1,0,0
female,group B,master's degree,free/reduced,completed,35,10,68,0,0,0,1
male,group B,high school,standard,completed,63,52,67,0,1,0,0
male,group E,associate's degree,free/reduced,completed,32,53,75,1,0,0,0
female,group C,master's degree,standard,none,69,75,73,0,1,0,0
male,group A,some high school,standard,none,94,43,53,0,1,0,0
male,group D,high school,free/reduced,none,27,63,67,1,0,0,0
male,group E,bachelor's degree,free/reduced,completed,56,54,57,1,0,0,0
male,group D,associate's degree,free/reduced,completed,35,51,36,1,0,0,0
male,group B,some high school,free/reduced,completed,92,43,72,0,1,0,0
male,group D,associate's degree,free/reduced,completed,66,88,51,0,1,0,0
male,group D,high school,free/reduced,none,60,83,34,1,0,0,0
male,group A,high school,free/reduced,none,32,64,55,1,0,0,0
male,group E,some high school,standard,completed,57,82,72,0,1,0,0
female,group D,associate's degree,standard,completed,48,71,42,1,0,0,0
female,group D,associate's degree,standard,none,100,26,68,0,1,0,0
female,group E,high school,free/reduced,completed,82,72,43,0,1,0,0
male,group D,associate's degree,standard,none,38,96,68,0,1,0,0
male,group B,some high school,standard,completed,68,53,29,1,0,0,0
female,group B,some high school,standard,completed,78,42,71,0,1,0,0
female,group C,bachelor's degree,free/reduced,none,78,68,54,0,1,0,0
male,group C,some high school,free/reduced,completed,92,83,60,0,1,0,0
female,group D,bachelor's degree,standard,completed,41,38,100,1,0,0,0
female,group B,associate's degree,standard,none,80,63,100,0,0,1,0
female,group C,associate's degree,standard,none,64,97,36,0,1,0,0
male,group B,master's degree,standard,none,52,57,100,0,1,0,0
female,group E,master's degree,standard,none,63,46,85,0,1,0,0
female,group D,bachelor's degree,standard,none,50,67,41,1,0,0,0
female,group E,associate's degree,standard,completed,52,48,66,1,0,0,0
male,group D,master's degree,standard,completed,59,59,61,1,0,0,0
male,group A,master's degree,standard,none,55,45,78,1,0,0,0
male,group D,master's degree,standard,completed,32,66,40,1,0,0,0
male,group C,master's degree,free/reduced,completed,63,63,70,0,1,0,0
female,group A,master's degree,standard,completed,83,52,77,0,1,0,0
female,group C,associate's degree,free/reduced,completed,78,48,53,1,0,0,0
female,group B,master's degree,free/reduced,completed,47,61,65,1,0,0,0
male,group A,associate's degree,free/reduced,none,83,57,81,0,1,0,0
female,group E,master's degree,standard,none,87,27,61,1,0,0,0
female,group B,some high school,free/reduced,completed,82,26,40,1,0,0,0
female,group E,bachelor's degree,standard,completed,47,94,56,0,1,0,0
male,group B,master's degree,standard,completed,87,69,84,0,0,1,0
male,group D,high school,free/reduced,completed,89,90,39,0,1,0,0
male,group E,high school,standard,completed,74,79,36,0,1,0,0
male,group B,bachelor's degree,free/reduced,none,57,87,63,0,1,0,0
female,group A,bachelor's degree,free/reduced,none,55,40,82,1,0,0,0
female,group C,high school,free/reduced,completed,20,82,73,1,0,0,0
male,group D,master's degree,standard,completed,41,63,44,1,0,0,0
male,group E,bachelor's degree,standard,none,37,19,100,1,0,0,0
female,group B,master's degree,standard,completed,65,86,60,0,1,0,0
male,group D,high school,free/reduced,none,65,100,60,0,1,0,0
female,group E,associate's degree,free/reduced,none,0,100,58,1,0,0,0
male,group A,master's degree,free/reduced,none,66,48,52,1,0,0,0
male,group A,some high school,standard,completed,60,100,71,0,1,0,0
male,group E,high school,standard,none,41,86,48,1,0,0,0
male,group B,master's degree,standard,none,26,60,77,1,0,0,0
female,group E,some high school,standard,none,17,74,24,0,0,0,1
female,group C,some high school,free/reduced,completed,69,38,72,1,0,0,0
male,group A,bachelor's degree,standard,none,80,71,95,0,0,1,0
male,group B,bachelor's degree,free/reduced,completed,60,68,53,0,1,0,0
male,group E,associate's degree,free/reduced,none,41,74,66,0,1,0,0
female,group A,master's degree,standard,completed,99,63,66,0,1,0,0
male,group E,bachelor's degree,free/reduced,none,69,56,33,1,0,0,0
female,group C,associate's degree,free/reduced,completed,57,50,39,1,0,0,0
male,group A,bachelor's degree,free/reduced,none,45,96,75,0,1,0,0
female,group D,master's degree,free/reduced,completed,69,74,79,0,1,0,0
male,group C,master's degree,standard,none,64,62,98,0,1,0,0
male,group C,associate's degree,standard,none,38,75,73,0,1,0,0
female,group E,associate's degree,standard,none,48,33,30,0,0,0,1
male,group A,associate's degree,free/reduced,completed,70,95,100,0,0,1,0
female,group D,associate's degree,standard,completed,80,83,79,0,0,1,0
female,group C,high school,free/reduced,none,23,60,52,1,0,0,0
female,group C,some high school,free/reduced,completed,78,65,54,0,1,0,0
female,group B,some high school,standard,completed,71,79,54,0,1,0,0
female,group B,associate's degree,standard,none,68,57,61,0,1,0,0
female,group E,master's degree,standard,none,61,59,61,0,1,0,0
female,group A,bachelor's degree,free/reduced,completed,28,51,79,1,0,0,0
female,group C,associate's degree,free/reduced,none,73,58,61,0,1,0,0
female,group A,master's degree,standard,completed,73,59,59,0,1,0,0
male,group A,high school,free/reduced,none,79,62,80,0,1,0,0
male,group D,bachelor's degree,free/reduced,completed,83,49,81,0,1,0,0
female,group C,bachelor's degree,standard,completed,48,55,87,0,1,0,0
female,group B,associate's degree,standard,completed,92,17,49,1,0,0,0
male,group E,bachelor's degree,standard,completed,55,100,55,0,1,0,0
male,group E,high school,free/reduced,none,61,85,100,0,0,1,0
female,group D,master's degree,standard,none,72,31,73,1,0,0,0
female,group E,bachelor's degree,standard,completed,85,54,87,0,1,0,0
male,group A,associate's degree,standard,completed,68,51,55,1,0,0,0
male,group D,high school,free/reduced,none,41,40,62,1,0,0,0
male,group E,bachelor's degree,standard,none,83,54,75,0,1,0,0
male,group A,master's degree,free/reduced,completed,53,66,56,1,0,0,0
male,group A,associate's degree,free/reduced,none,76,92,93,0,0,1,0
female,group E,some high school,standard,completed,42,39,70,1,0,0,0
male,group B,some high school,free/reduced,none,74,41,42,1,0,0,0
female,group A,high school,free/reduced,none,65,45,79,0,1,0,0
female,group B,master's degree,free/reduced,none,42,35,74,1,0,0,0
female,group D,some high school,free/reduced,completed,45,85,45,1,0,0,0
male,group C,bachelor's degree,free/reduced,none,53,81,79,0,1,0,0
male,group C,some high school,standard,none,51,100,96,0,0,1,0
female,group D,high school,standard,completed,74,90,46,0,1,0,0
male,group A,bachelor's degree,free/reduced,none,42,60,100,0,1,0,0
male,group C,bachelor's degree,standard,none,59,53,52,1,0,0,0
male,group C,some high school,standard,completed,33,66,36,1,0,0,0
female,group E,high school,free/reduced,none,67,85,82,0,1,0,0
female,group D,bachelor's degree,standard,completed,67,58,77,0,1,0,0
female,group B,some high school,standard,completed,90,75,86,0,0,1,0
female,group C,associate's degree,free/reduced,completed,100,65,100,0,0,1,0
male,group C,associate's degree,standard,completed,95,82,61,0,1,0,0
female,group E,bachelor's degree,free/reduced,none,56,69,84,0,1,0,0
male,group C,some high school,standard,none,41,57,61,1,0,0,0
male,group D,master's degree,free/reduced,none,84,70,84,0,1,0,0
female,group B,high school,free/reduced,none,74,39,79,0,1,0,0
male,group E,associate's degree,standard,none,49,53,100,0,1,0,0
female,group B,associate's degree,free/reduced,none,49,77,17,1,0,0,0
male,group B,master's degree,standard,none,89,62,46,0,1,0,0
male,group B,associate's degree,standard,completed,59,25,35,0,0,0,1
female,group D,master's degree,standard,completed,51,53,80,0,1,0,0
male,group E,some high school,standard,completed,46,34,63,1,0,0,0
male,group C,high school,standard,completed,68,61,59,0,1,0,0
male,group C,some high school,free/reduced,none,16,84,98,0,1,0,0
male,group C,associate's degree,free/reduced,completed,51,30,93,1,0,0,0
male,group B,high school,standard,none,56,61,82,0,1,0,0
female,group D,some high school,standard,completed,70,65,48,0,1,0,0
male,group B,associate's degree,standard,completed,89,73,71,0,1,0,0
female,group E,bachelor's degree,free/reduced,completed,83,52,37,1,0,0,0
female,group E,associate's degree,free/reduced,completed,77,45,51,1,0,0,0
female,group D,some high school,standard,completed,52,69,67,0,1,0,0
male,group B,high school,standard,none,77,69,79,0,1,0,0
female,group B,associate's degree,free/reduced,completed,55,22,46,1,0,0,0
female,group E,high school,standard,completed,31,71,49,1,0,0,0
male,group E,master's degree,standard,none,77,79,83,0,1,0,0
male,group A,master's degree,standard,completed,82,75,77,0,1,0,0
male,group C,high school,standard,completed,47,56,72,1,0,0,0
female,group C,master's degree,standard,none,100,58,100,0,0,1,0
male,group B,bachelor's degree,free/reduced,none,55,84,48,0,1,0,0
female,group C,associate's degree,free/reduced,completed,46,71,74,0,1,0,0
male,group A,associate's degree,standard,none,67,12,59,1,0,0,0
male,group E,associate's degree,standard,completed,100,76,94,0,0,1,0
male,group C,associate's degree,free/reduced,completed,88,54,90,0,1,0,0
male,group D,some high school,free/reduced,completed,51,51,63,1,0,0,0
female,group B,some high school,free/reduced,none,68,50,50,1,0,0,0
male,group E,associate's degree,standard,completed,48,40,57,1,0,0,0
female,group C,master's degree,standard,none,62,65,48,1,0,0,0
male,group D,high school,free/reduced,completed,59,99,25,0,1,0,0
male,group D,some high school,standard,none,50,60,75,0,1,0,0
male,group A,associate's degree,free/reduced,none,44,78,57,1,0,0,0
female,group D,bachelor's degree,standard,completed,63,96,50,0,1,0,0
male,group B,bachelor's degree,free/reduced,completed,78,99,78,0,0,1,0
male,group A,bachelor's degree,standard,none,48,92,57,0,1,0,0
female,group E,high school,standard,completed,72,73,90,0,1,0,0
female,group D,associate's degree,standard,completed,53,65,61,0,1,0,0
female,group C,some high school,standard,completed,81,18,57,1,0,0,0
male,group B,associate's degree,standard,none,53,49,84,0,1,0,0
female,group A,some high school,standard,completed,41,66,41,1,0,0,0
female,group A,high school,standard,none,92,88,94,0,0,1,0
male,group C,bachelor's degree,free/reduced,completed,94,72,81,0,0,1,0
female,group B,high school,free/reduced,none,58,54,64,1,0,0,0
male,group D,some high school,standard,completed,85,74,84,0,0,1,0
male,group C,associate's degree,free/reduced,completed,52,86,60,0,1,0,0
male,group D,bachelor's degree,standard,completed,94,70,58,0,1,0,0
female,group E,bachelor's degree,standard,none,56,72,53,0,1,0,0
female,group D,bachelor's degree,standard,none,100,50,65,0,1,0,0
male,group A,high school,standard,none,54,54,51,1,0,0,0
female,group E,bachelor's degree,standard,completed,54,36,100,0,1,0,0
female,group D,some high school,free/reduced,none,42,73,65,0,1,0,0
male,group C,some high school,standard,completed,68,51,57,1,0,0,0
male,group E,high school,standard,completed,49,20,94,1,0,0,0
male,group C,master's degree,free/reduced,completed,83,90,71,0,0,1,0
male,group C,associate's degree,free/reduced,completed,48,98,72,0,1,0,0
female,group E,master's degree,free/reduced,completed,68,98,48,0,1,0,0
female,group B,some high school,free/reduced,completed,45,57,32,1,0,0,0
female,group E,associate's degree,standard,none,80,44,70,0,1,0,0
female,group A,some high school,free/reduced,completed,100,100,60,0,0,1,0
female,group A,bachelor's degree,standard,none,67,73,49,0,1,0,0
male,group C,associate's degree,standard,none,85,58,100,0,0,1,0
female,group C,bachelor's degree,standard,completed,90,62,93,0,0,1,0
male,group C,some high school,free/reduced,none,56,82,96,0,1,0,0
female,group E,associate's degree,standard,completed,48,73,55,1,0,0,0
female,group B,high school,free/reduced,completed,60,76,29,1,0,0,0
female,group B,bachelor's degree,free/reduced,completed,80,97,82,0,0,1,0
female,group E,master's degree,free/reduced,completed,80,61,91,0,1,0,0
male,group E,associate's degree,free/reduced,none,46,45,71,1,0,0,0
male,group D,bachelor's degree,free/reduced,completed,86,68,94,0,0,1,0
male,group E,associate's degree,standard,completed,56,90,58,0,1,0,0
male,group D,high school,free/reduced,none,58,71,32,1,0,0,0
male,group A,some high school,standard,completed,63,51,44,1,0,0,0
male,group E,some high school,free/reduced,completed,36,94,62,0,1,0,0
male,group D,high school,free/reduced,none,50,52,68,1,0,0,0
male,group A,associate's degree,standard,none,54,16,30,0,0,0,1
female,group C,master's degree,standard,none,72,44,73,0,1,0,0
female,group A,bachelor's degree,standard,completed,81,68,49,0,1,0,0
male,group A,associate's degree,standard,none,55,69,72,0,1,0,0
male,group E,associate's degree,standard,none,100,31,73,0,1,0,0
female,group E,associate's degree,free/reduced,none,28,62,93,0,1,0,0
female,group E,bachelor's degree,standard,none,43,100,100,0,0,1,0
female,group D,master's degree,free/reduced,completed,99,69,63,0,1,0,0
female,group D,bachelor's degree,standard,none,28,69,84,0,1,0,0
female,group C,some high school,standard,none,85,100,76,0,0,1,0
male,group B,some high school,free/reduced,none,68,84,85,0,1,0,0
female,group B,bachelor's degree,free/reduced,completed,48,57,63,1,0,0,0
female,group A,some high school,standard,completed,64,48,51,1,0,0,0
female,group E,some high school,standard,none,91,100,58,0,0,1,0
male,group B,bachelor's degree,standard,completed,50,23,71,1,0,0,0
female,group B,high school,standard,none,68,49,73,0,1,0,0
male,group C,bachelor's degree,free/reduced,completed,50,54,41,1,0,0,0
male,group D,high school,free/reduced,none,72,70,77,0,1,0,0
male,group B,associate's degree,free/reduced,completed,60,69,0,1,0,0,0
female,group A,associate's degree,standard,none,40,46,58,1,0,0,0
male,group D,high school,standard,completed,82,88,59,0,1,0,0
male,group B,bachelor's degree,standard,completed,55,51,84,0,1,0,0
female,group C,some high school,standard,none,33,87,89,0,1,0,0
female,group E,master's degree,standard,completed,43,55,67,1,0,0,0
male,group E,some high school,standard,completed,81,70,73,0,1,0,0
female,group D,some high school,standard,none,54,43,80,1,0,0,0
female,group D,some high school,standard,none,61,76,92,0,1,0,0
female,group E,master's degree,free/reduced,none,87,100,68,0,0,1,0
female,group B,bachelor's degree,free/reduced,completed,61,73,85,0,1,0,0
female,group A,bachelor's degree,free/reduced,completed,36,60,82,1,0,0,0
female,group D,bachelor's degree,standard,none,49,49,65,1,0,0,0
female,group E,some high school,free/reduced,completed,34,84,51,1,0,0,0
female,group A,bachelor's degree,free/reduced,none,100,63,87,0,0,1,0
male,group D,high school,free/reduced,completed,84,63,46,0,1,0,0
male,group D,associate's degree,standard,completed,49,19,86,1,0,0,0
female,group E,some high school,free/reduced,completed,40,93,82,0,1,0,0
female,group C,bachelor's degree,free/reduced,none,69,52,77,0,1,0,0
male,group C,high school,standard,completed,79,54,53,0,1,0,0
male,group C,some high school,standard,none,40,81,47,1,0,0,0
male,group A,bachelor's degree,free/reduced,completed,73,82,61,0,1,0,0
female,group B,high school,free/reduced,none,54,74,48,1,0,0,0
female,group D,associate's degree,free/reduced,completed,100,52,98,0,0,1,0
male,group E,bachelor's degree,free/reduced,none,89,47,38,1,0,0,0
female,group B,some high school,standard,completed,78,19,72,1,0,0,0
male,group B,some high school,standard,none,86,71,94,0,0,1,0
female,group D,bachelor's degree,standard,none,48,70,38,1,0,0,0
male,group E,master's degree,free/reduced,completed,41,98,53,0,1,0,0
male,group E,bachelor's degree,standard,completed,46,62,74,0,1,0,0
female,group A,master's degree,free/reduced,none,72,72,95,0,1,0,0
male,group A,master's degree,free/reduced,none,30,56,76,1,0,0,0
male,group D,some high school,free/reduced,completed,50,71,65,0,1,0,0
female,group A,high school,free/reduced,none,70,64,68,0,1,0,0
female,group B,master's degree,standard,none,71,47,84,0,1,0,0
female,group D,associate's degree,standard,completed,71,56,83,0,1,0,0
female,group A,high school,free/reduced,none,50,97,82,0,1,0,0
female,group E,bachelor's degree,standard,completed,94,50,70,0,1,0,0
male,group A,master's degree,free/reduced,completed,74,61,54,0,1,0,0
female,group A,bachelor's degree,standard,none,61,90,89,0,1,0,0
female,group E,bachelor's degree,free/reduced,none,80,81,39,0,1,0,0
female,group D,high school,standard,none,74,63,52,0,1,0,0
female,group C,high school,standard,none,100,31,35,1,0,0,0
male,group A,bachelor's degree,standard,none,75,54,48,1,0,0,0
male,group D,some high school,free/reduced,completed,75,74,56,0,1,0,0
female,group C,bachelor's degree,standard,none,84,73,63,0,1,0,0
male,group A,associate's degree,free/reduced,completed,47,76,67,0,1,0,0
female,group C,high school,free/reduced,completed,72,100,92,0,0,1,0
male,group E,some high school,standard,completed,65,52,88,0,1,0,0
female,group D,master's degree,standard,none,36,76,85,0,1,0,0
female,group A,some high school,standard,none,53,73,35,1,0,0,0
female,group D,high school,free/reduced,completed,86,72,75,0,1,0,0
female,group B,high school,free/reduced,completed,51,98,48,0,1,0,0
male,group B,associate's degree,free/reduced,none,56,73,60,0,1,0,0
male,group D,associate's degree,free/reduced,completed,73,75,78,0,1,0,0
male,group A,bachelor's degree,free/reduced,none,94,68,56,0,1,0,0
male,group C,some high school,standard,none,37,73,70,0,1,0,0
male,group A,bachelor's degree,free/reduced,completed,54,66,46,1,0,0,0
female,group E,bachelor's degree,free/reduced,completed,39,37,100,1,0,0,0
male,group D,high school,standard,completed,37,44,71,1,0,0,0
female,group E,some high school,free/reduced,completed,47,62,81,0,1,0,0
female,group B,high school,standard,completed,78,33,69,0,1,0,0
female,group B,master's degree,standard,none,61,95,43,0,1,0,0
male,group D,high school,standard,completed,51,82,28,1,0,0,0
male,group A,high school,free/reduced,none,38,48,73,1,0,0,0
female,group D,master's degree,free/reduced,completed,65,94,91,0,0,1,0
male,group C,bachelor's degree,free/reduced,none,46,69,86,0,1,0,0
female,group C,master's degree,free/reduced,none,86,64,52,0,1,0,0
female,group B,high school,free/reduced,none,51,47,81,1,0,0,0
male,group C,master's degree,free/reduced,completed,96,53,90,0,1,0,0
female,group C,some high school,standard,none,45,55,84,0,1,0,0
male,group C,some high school,standard,completed,30,46,41,0,0,0,1
female,group A,bachelor's degree,standard,none,58,67,93,0,1,0,0
male,group B,high school,free/reduced,completed,64,47,57,1,0,0,0
female,group E,master's degree,standard,completed,86,76,57,0,1,0,0
male,group E,master's degree,free/reduced,completed,63,50,50,1,0,0,0
male,group E,master's degree,free/reduced,none,66,52,75,0,1,0,0
male,group D,bachelor's degree,free/reduced,none,42,86,74,0,1,0,0
male,group D,high school,free/reduced,completed,77,45,52,1,0,0,0
female,group E,master's degree,standard,completed,56,66,62,0,1,0,0
female,group B,bachelor's degree,free/reduced,completed,95,70,41,0,1,0,0
male,group A,associate's degree,standard,none,85,57,79,0,1,0,0
male,group E,some high school,free/reduced,none,51,55,73,1,0,0,0
male,group E,master's degree,free/reduced,completed,94,35,67,0,1,0,0
female,group E,high school,standard,none,66,77,37,1,0,0,0
male,group D,master's degree,standard,completed,85,66,47,0,1,0,0
male,group E,master's degree,free/reduced,none,57,50,74,0,1,0,0
female,group A,bachelor's degree,standard,none,34,45,58,1,0,0,0
male,group A,master's degree,standard,none,53,77,100,0,1,0,0
female,group E,bachelor's degree,free/reduced,none,58,71,36,1,0,0,0
male,group D,master's degree,free/reduced,completed,70,85,68,0,1,0,0
male,group D,bachelor's degree,standard,completed,81,63,38,0,1,0,0
male,group E,master's degree,standard,none,27,64,59,1,0,0,0
male,group B,associate's degree,standard,none,84,54,58,0,1,0,0
female,group E,associate's degree,free/reduced,none,50,65,61,1,0,0,0
male,group B,some high school,free/reduced,none,74,51,54,1,0,0,0
male,group C,high school,standard,completed,57,64,69,0,1,0,0
female,group E,high school,free/reduced,completed,54,67,54,1,0,0,0
female,group A,some high school,standard,none,100,79,74,0,0,1,0
male,group D,high school,standard,none,34,83,87,0,1,0,0
male,group E,high school,free/reduced,none,59,77,68,0,1,0,0
male,group B,high school,free/reduced,none,62,72,57,0,1,0,0
male,group E,associate's degree,standard,none,56,43,56,1,0,0,0
male,group C,bachelor's degree,standard,none,100,73,54,0,1,0,0
female,group C,bachelor's degree,free/reduced,completed,77,41,90,0,1,0,0
female,group D,high school,free/reduced,none,75,94,80,0,0,1,0
male,group B,master's degree,free/reduced,none,92,62,63,0,1,0,0
female,group A,bachelor's degree,standard,none,100,59,80,0,1,0,0
female,group B,some high school,free/reduced,none,87,57,46,0,1,0,0
female,group D,master's degree,free/reduced,completed,79,94,97,0,0,1,0
male,group A,master's degree,free/reduced,completed,56,68,66,0,1,0,0
female,group E,bachelor's degree,standard,completed,70,62,88,0,1,0,0
male,group D,high school,free/reduced,none,40,72,53,1,0,0,0
female,group A,high school,standard,completed,68,73,78,0,1,0,0
male,group E,high school,standard,completed,68,70,33,1,0,0,0
male,group E,master's degree,free/reduced,none,43,52,86,0,1,0,0
male,group D,high school,standard,completed,47,64,73,0,1,0,0
female,group D,master's degree,free/reduced,completed,58,75,84,0,1,0,0
male,group B,high school,standard,completed,34,100,100,0,1,0,0
male,group D,some high school,standard,none,90,36,76,0,1,0,0
male,group E,master's degree,standard,none,66,66,70,0,1,0,0
female,group A,bachelor's degree,standard,none,53,65,48,1,0,0,0
female,group C,some high school,free/reduced,completed,71,56,80,0,1,0,0
male,group B,high school,free/reduced,none,24,68,73,1,0,0,0
female,group A,some high school,free/reduced,completed,98,85,25,0,1,0,0
male,group A,bachelor's degree,free/reduced,none,80,70,31,0,1,0,0
male,group D,some high school,free/reduced,none,39,66,48,1,0,0,0
male,group A,some high school,free/reduced,completed,71,55,86,0,1,0,0
male,group B,master's degree,standard,completed,59,80,90,0,1,0,0
female,group E,bachelor's degree,standard,completed,53,87,63,0,1,0,0
female,group B,some high school,standard,none,52,47,5,0,0,0,1
male,group D,associate's degree,free/reduced,completed,57,100,56,0,1,0,0
male,group E,master's degree,free/reduced,none,51,80,73,0,1,0,0
male,group E,associate's degree,standard,none,64,66,75,0,1,0,0
female,group E,bachelor's degree,standard,completed,48,97,64,0,1,0,0
female,group E,some high school,standard,none,56,55,30,1,0,0,0
male,group D,some high school,standard,none,97,73,55,0,1,0,0
male,group A,some high school,standard,none,41,49,44,1,0,0,0
male,group C,high school,free/reduced,none,67,61,0,1,0,0,0
male,group D,bachelor's degree,free/reduced,completed,76,20,63,1,0,0,0
female,group A,associate's degree,free/reduced,completed,60,67,90,0,1,0,0
female,group D,some high school,standard,none,49,78,60,0,1,0,0
female,group C,some high school,free/reduced,completed,100,92,100,0,0,1,0
female,group A,associate's degree,standard,none,72,53,18,1,0,0,0
male,group D,master's degree,standard,completed,69,74,100,0,0,1,0
male,group E,bachelor's degree,standard,completed,35,89,37,1,0,0,0
male,group B,high school,standard,none,57,55,62,1,0,0,0
female,group D,associate's degree,standard,completed,64,61,100,0,1,0,0
female,group D,high school,free/reduced,completed,54,88,62,0,1,0,0
male,group C,some high school,standard,none,58,100,49,0,1,0,0
female,group C,high school,standard,none,100,88,69,0,0,1,0
male,group D,associate's degree,free/reduced,completed,54,89,59,0,1,0,0
female,group E,associate's degree,standard,none,60,87,56,0,1,0,0
female,group D,master's degree,standard,none,68,34,83,0,1,0,0
male,group D,associate's degree,free/reduced,completed,49,54,81,0,1,0,0
male,group B,master's degree,standard,completed,69,38,63,1,0,0,0
female,group E,bachelor's degree,standard,completed,64,47,70,1,0,0,0
male,group D,some high school,standard,none,54,81,67,0,1,0,0
female,group C,associate's degree,free/reduced,completed,69,63,39,1,0,0,0
male,group C,master's degree,standard,completed,59,90,82,0,1,0,0
female,group D,high school,standard,none,2,75,59,1,0,0,0
male,group B,bachelor's degree,free/reduced,completed,34,87,53,1,0,0,0
male,group E,master's degree,free/reduced,none,55,63,43,1,0,0,0
male,group D,master's degree,standard,completed,66,78,78,0,1,0,0
female,group C,some high school,standard,none,56,44,64,1,0,0,0
female,group E,some high school,free/reduced,none,82,100,63,0,0,1,0
male,group E,high school,standard,none,91,44,100,0,1,0,0
male,group A,master's degree,free/reduced,completed,83,84,99,0,0,1,0
female,group A,high school,standard,completed,88,86,35,0,1,0,0
male,group E,associate's degree,standard,completed,57,93,94,0,0,1,0
female,group A,some high school,free/reduced,none,42,100,57,0,1,0,0
male,group D,some high school,free/reduced,none,32,41,25,0,0,0,1
male,group C,high school,standard,none,29,45,60,1,0,0,0
female,group B,master's degree,standard,none,34,91,52,1,0,0,0
male,group B,master's degree,free/reduced,completed,65,4,64,1,0,0,0
female,group C,some high school,free/reduced,none,76,100,48,0,1,0,0
male,group B,high school,standard,completed,76,64,84,0,1,0,0
